행정구역명,TP_BUZ_NO,업종코드,bizesId,상호,소분류,adongCd,행정동,lon,lat
대전광역시 서구,8001,I201,MA0101202501A0031473,육향제육,돼지고기 구이/찜,30170582,갈마2동,127.376844894278,36.3408136416687
대전광역시 서구,8001,I201,MA0101202503A0079073,면식당대전,백반/한정식,30170630,둔산1동,127.389491305481,36.3527316900392
대전광역시 서구,8001,I201,MA0101202501A0045312,스쿨푸드대전시청,백반/한정식,30170555,탄방동,127.381152485981,36.3447291087262
대전광역시 서구,8001,I201,MA0101202501A0015768,레전드,백반/한정식,30170630,둔산1동,127.388976555834,36.3522737678382
대전광역시 서구,8001,I201,MA0101202501A0076073,우성국수,국수/칼국수,30170560,괴정동,127.384761610336,36.3424465799337
대전광역시 서구,8001,I201,MA0101202503A0009601,교동회오리날다,닭/오리고기 구이/찜,30170586,월평1동,127.365050768177,36.355575461791
대전광역시 서구,8001,I201,MA0101202411A0106667,성수완당대전갤러리아백화점,백반/한정식,30170640,둔산2동,127.378168576315,36.3519479912434
대전광역시 서구,8001,I201,MA0101202411A0122648,초가집,백반/한정식,30170570,가장동,127.386902701186,36.3361674794269
대전광역시 서구,8001,I201,MA0101202501A0076491,소문난왕순대,국/탕/찌개류,30170560,괴정동,127.384750320532,36.3378866638879
대전광역시 서구,8001,I201,MA0101202411A0009746,이자카야우규,백반/한정식,30170630,둔산1동,127.388065816491,36.3505915325733
대전광역시 서구,8001,I201,MA0101202501A0012874,소보양본가,국/탕/찌개류,30170640,둔산2동,127.382201486835,36.3496732112393
대전광역시 서구,8001,I201,MA0101202503A0042405,옛날우시장,백반/한정식,30170597,관저2동,127.336124120049,36.3001116193493
대전광역시 서구,8001,I201,MA0101202503A0044868,금미식품,백반/한정식,30170586,월평1동,127.365204720731,36.3551424275089
대전광역시 서구,8001,I201,MA0101202411A0002734,곱집사둔산,백반/한정식,30170630,둔산1동,127.388707468455,36.3496882723396
대전광역시 서구,8001,I201,MA0101202505A0032422,야드포케앤샐러드대전,백반/한정식,30170630,둔산1동,127.387251572694,36.3526398403202
대전광역시 서구,8001,I201,MA0101202505A0033506,조은식당,백반/한정식,30170582,갈마2동,127.376002112316,36.3416003197618
대전광역시 서구,8001,I201,MA0101202503A0061814,미미식당,백반/한정식,30170640,둔산2동,127.379633159534,36.3507177494624
대전광역시 서구,8001,I201,MA0101202502A0106585,도산,백반/한정식,30170555,탄방동,127.396419258537,36.3458329450683
대전광역시 서구,8001,I201,MA0101202502A0065598,한마음정육식당대전,돼지고기 구이/찜,30170630,둔산1동,127.389490999038,36.3504336960797
대전광역시 서구,8001,I201,MA0101202502A0050433,1975서문국시&덮밥,기타 한식 음식점,30170650,만년동,127.382591925712,36.3679928215528
대전광역시 서구,8001,I201,MA0101202504A0080999,봉숙이네카세,백반/한정식,30170586,월평1동,127.366268677092,36.356328721412
대전광역시 서구,8001,I201,MA0101202503A0038867,야미공장,백반/한정식,30170582,갈마2동,127.373629389254,36.3415807261017
대전광역시 서구,8001,I201,MA0101202503A0012657,월평옥소곰탕,국/탕/찌개류,30170586,월평1동,127.359558530589,36.3556461852465
대전광역시 서구,8001,I201,MA0101202504A0073618,함초롬,백반/한정식,30170510,복수동,127.377750504581,36.2999693250245
대전광역시 서구,8001,I201,MA0101202504A0080545,맛나숯불직화구이,백반/한정식,30170586,월평1동,127.36414583343,36.355037518175
대전광역시 서구,8001,I201,MA0101202502A0041712,정마담해장국,국/탕/찌개류,30170593,도안동,127.350061642742,36.3048118474777
대전광역시 서구,8001,I201,MA0101202502A0040877,육육대장정육식당,소고기 구이/찜,30170555,탄방동,127.393857461625,36.3392628330493
대전광역시 서구,8001,I201,MA0101202502A0075868,노고단돌구이,백반/한정식,30170535,정림동,127.36660571814,36.3022479623099
대전광역시 서구,8001,I201,MA0101202502A0031091,이어리,백반/한정식,30170555,탄방동,127.392056100108,36.3421074605665
대전광역시 서구,8001,I201,MA0101202503A0058367,감성멸치국수,국수/칼국수,30170587,월평2동,127.37856480865,36.3624544253829
대전광역시 서구,8001,I201,MA0101202503A0031452,마적단,백반/한정식,30170560,괴정동,127.389002293456,36.3395310644107
대전광역시 서구,8001,I201,MA0101202503A0080236,미인계대전,백반/한정식,30170560,괴정동,127.388397678317,36.3411461363167
대전광역시 서구,8001,I201,MA0101202503A0016425,닭치고김치고닭치GO김치GO,백반/한정식,30170597,관저2동,127.334158061658,36.3011715154285
대전광역시 서구,8001,I201,MA0101202503A0009120,선라이즈키친,백반/한정식,30170581,갈마1동,127.368808328139,36.3538516912141
대전광역시 서구,8001,I201,MA0101202503A0012574,효자동솥뚜껑대전,백반/한정식,30170640,둔산2동,127.375197054502,36.350254137596
대전광역시 서구,8001,I201,MA0101202502A0108690,화채업자,백반/한정식,30170582,갈마2동,127.374351738091,36.3412270067324
대전광역시 서구,8001,I201,MA0101202503A0044859,뚱이네,백반/한정식,30170520,도마1동,127.37502943553,36.3222640982309
대전광역시 서구,8001,I201,MA0101202503A0027784,본죽&비빔밥대전,백반/한정식,30170582,갈마2동,127.368715979315,36.3508060046081
대전광역시 서구,8001,I201,MA0101202502A0003874,청사고추장불고기,돼지고기 구이/찜,30170630,둔산1동,127.388141110568,36.3590262771513
대전광역시 서구,8001,I201,MA0101202503A0043979,마이요거트립,백반/한정식,30170597,관저2동,127.336679010651,36.297109115209
대전광역시 서구,8001,I201,MA0101202502A0047328,담가화로구이대전,돼지고기 구이/찜,30170630,둔산1동,127.387964251293,36.3525744463579
대전광역시 서구,8001,I201,MA0101202502A0079563,찰만디제이,백반/한정식,30170581,갈마1동,127.366489712295,36.3535704490789
대전광역시 서구,8001,I201,MA0101202503A0041653,막내낙지,해산물 구이/찜,30170640,둔산2동,127.376907127498,36.3537272908987
대전광역시 서구,8001,I201,MA0101202504A0105794,향우공주칼국수,국수/칼국수,30170520,도마1동,127.378291640247,36.3221096299938
대전광역시 서구,8001,I201,MA0101202501A0002817,비칠오사,백반/한정식,30170510,복수동,127.377340210209,36.2979970303181
대전광역시 서구,8001,I201,MA0101202503A0043154,주랑해,백반/한정식,30170581,갈마1동,127.373033663184,36.3521353547919
대전광역시 서구,8001,I201,MA0101202503A0001133,국밥참맛있는집대전,국/탕/찌개류,30170630,둔산1동,127.389850587461,36.3532892464577
대전광역시 서구,8001,I201,MA0101202502A0116944,샐러드타임,백반/한정식,30170555,탄방동,127.386012830205,36.3431815092365
대전광역시 서구,8001,I201,MA0101202503A0049752,한우진곰탕,국/탕/찌개류,30170520,도마1동,127.381217926252,36.3170086686196
대전광역시 서구,8001,I201,MA0101202502A0020144,외길곱창,곱창 전골/구이,30170555,탄방동,127.397278130068,36.3482452416852
대전광역시 서구,8001,I201,MA0101202503A0075641,동백본가대전,백반/한정식,30170560,괴정동,127.389002293456,36.3395310644107
대전광역시 서구,8001,I201,MA0101202504A0064481,김치찜연구소,국/탕/찌개류,30170593,도안동,127.339439349385,36.3303639270567
대전광역시 서구,8001,I201,MA0101202505A0006746,연식당,백반/한정식,30170640,둔산2동,127.378374927768,36.3554529069255
대전광역시 서구,8001,I201,MA0101202504A0113747,노다웃,백반/한정식,30170640,둔산2동,127.37726749881,36.3545281989602
대전광역시 서구,8001,I201,MA0101202505A0021739,탄방토종닭칼국수,백반/한정식,30170555,탄방동,127.392154992734,36.346279578752
대전광역시 서구,8001,I201,MA0101202504A0068555,국뽕쌀국수,백반/한정식,30170582,갈마2동,127.374019899639,36.3463737615567
대전광역시 서구,8001,I201,MA0101202503A0046716,행운,백반/한정식,30170586,월평1동,127.361709569021,36.3558199281174
대전광역시 서구,8001,I201,MA0101202504A0081801,원대한갈비탄방,돼지고기 구이/찜,30170555,탄방동,127.389947423008,36.3458992973082
대전광역시 서구,8001,I201,MA0101202502A0045709,곱분이곱창,곱창 전골/구이,30170640,둔산2동,127.374311362539,36.3514104193253
대전광역시 서구,8001,I201,MA0101202505A0008920,녹슨집,백반/한정식,30170597,관저2동,127.33793216497,36.2985654982406
대전광역시 서구,8001,I201,MA0101202506A0026885,한신닭발,닭/오리고기 구이/찜,30170582,갈마2동,127.367999045274,36.347600029763
대전광역시 서구,8001,I201,MA0101202507A0023479,삼천회관,백반/한정식,30170660,둔산3동,127.399284449448,36.350644690686
대전광역시 서구,8001,I201,MA0101202502A0115288,진수산,백반/한정식,30170593,도안동,127.350001323808,36.3062629281101
대전광역시 서구,8001,I201,MA0101202505A0008801,동읍리,백반/한정식,30170510,복수동,127.378043355189,36.2983642941349
대전광역시 서구,8001,I201,MA0101202504A0044114,코뿔소별당,백반/한정식,30170560,괴정동,127.386210784974,36.3381523062401
대전광역시 서구,8001,I201,MA0101202503A0058930,진성아구찜,해산물 구이/찜,30170555,탄방동,127.394751560964,36.346478299957
대전광역시 서구,8001,I201,MA0101202506A0035031,우담화벤토,백반/한정식,30170555,탄방동,127.396788828444,36.3462192238296
대전광역시 서구,8001,I201,MA0101202505A0019792,전주항아리보쌈,족발/보쌈,30170597,관저2동,127.338843188642,36.2981303515401
대전광역시 서구,8001,I201,MA0101202505A0036158,한우88도매장대전,소고기 구이/찜,30170560,괴정동,127.387682201019,36.3406257772765
대전광역시 서구,8001,I201,MA0101202507A0020950,시민숯불갈비무한리필,돼지고기 구이/찜,30170520,도마1동,127.381539648706,36.3144753260075
대전광역시 서구,8001,I201,MA0101202502A0025012,구백냥곱창,곱창 전골/구이,30170555,탄방동,127.397278130068,36.3482452416852
대전광역시 서구,8001,I201,MA0101202502A0064246,예당막국수,국수/칼국수,30170555,탄방동,127.397683302365,36.3424853846993
대전광역시 서구,8001,I201,MA0101202504A0000584,예담민물장어,해산물 구이/찜,30170650,만년동,127.374210815015,36.3653158483466
대전광역시 서구,8001,I201,MA0101202506A0039741,월평245고기냉면,돼지고기 구이/찜,30170586,월평1동,127.366915365326,36.356434878311
대전광역시 서구,8001,I201,MA0101202504A0027988,아싸라비아,백반/한정식,30170581,갈마1동,127.368912378777,36.354653415534
대전광역시 서구,8001,I201,MA0101202506A0016458,파머스포케대전,백반/한정식,30170640,둔산2동,127.377815051681,36.3548689151965
대전광역시 서구,8001,I201,MA0101202506A0024697,연남,돼지고기 구이/찜,30170640,둔산2동,127.375574911328,36.3500637038192
대전광역시 서구,8001,I201,MA0101202411A0129120,양지수산회센타,횟집,30170581,갈마1동,127.368654618638,36.3519687099003
대전광역시 서구,8001,I201,MA0101202502A0110551,남선국밥,국/탕/찌개류,30170555,탄방동,127.396666750279,36.3463097466169
대전광역시 서구,8001,I201,MA0101202412A0030087,맛찜랭킹,백반/한정식,30170560,괴정동,127.382580293991,36.333739203852
대전광역시 서구,8001,I201,MA0101202412A0068493,한솥도시락대전,백반/한정식,30170593,도안동,127.33865350934,36.3315016419277
대전광역시 서구,8001,I201,MA0101202506A0012310,복돈오리,백반/한정식,30170540,변동,127.374624411523,36.32838437311
대전광역시 서구,8001,I201,MA0101202412A0032681,팔도한마당순대,국/탕/찌개류,30170510,복수동,127.378803347399,36.2989746930311
대전광역시 서구,8001,I201,MA0101202506A0002762,퐁당,백반/한정식,30170586,월평1동,127.364196525987,36.3563530786828
대전광역시 서구,8001,I201,MA0101202504A0092733,금강,백반/한정식,30170560,괴정동,127.387223458858,36.3402127234633
대전광역시 서구,8001,I201,MA0101202507A0012566,소리새,백반/한정식,30170555,탄방동,127.392766628773,36.3460702997546
대전광역시 서구,8001,I201,MA0101202412A0060224,닭발1번지,닭/오리고기 구이/찜,30170586,월평1동,127.365542865675,36.3559794859566
대전광역시 서구,8001,I201,MA0101202412A0013970,로바타모에,횟집,30170640,둔산2동,127.374196767848,36.3507439086934
대전광역시 서구,8001,I201,MA0101202506A0031060,양주골미나리국밥,국/탕/찌개류,30170590,가수원동,127.35223041068,36.3042918034549
대전광역시 서구,8001,I201,MA0101202501A0031549,꼬치로만,백반/한정식,30170597,관저2동,127.335643814438,36.2997434832769
대전광역시 서구,8001,I201,MA0101202412A0038554,진원소우대전가,소고기 구이/찜,30170593,도안동,127.350451726651,36.304900822938
대전광역시 서구,8001,I201,MA0101202501A0070982,도깨비술실내포차,백반/한정식,30170560,괴정동,127.387488824085,36.3398153457863
대전광역시 서구,8001,I201,MA0101202502A0025915,덮밥집쇼가야,기타 한식 음식점,30170582,갈마2동,127.369351569874,36.3509302062781
대전광역시 서구,8001,I201,MA0101202503A0052357,강가네순대국밥,백반/한정식,30170587,월평2동,127.377254297422,36.3587187003044
대전광역시 서구,8001,I201,MA0101202507A0028773,아구듬뿍알곤마니둔산,백반/한정식,30170640,둔산2동,127.380598458515,36.3544906005236
대전광역시 서구,8001,I201,MA0101202412A0028520,한솔에프앤비부강진성민속촌대전둔산점,백반/한정식,30170640,둔산2동,127.377788981574,36.354084975872
대전광역시 서구,8001,I201,MA0101202412A0002868,전주식당,백반/한정식,30170581,갈마1동,127.367522234756,36.3528102908725
대전광역시 서구,8001,I201,MA0101202501A0038581,123포차,백반/한정식,30170581,갈마1동,127.368984704897,36.3463713912508
대전광역시 서구,8001,I201,MA0101202504A0047777,옆집,백반/한정식,30170660,둔산3동,127.39599161095,36.349375980203
대전광역시 서구,8001,I201,MA0101202503A0064113,야채곱창,곱창 전골/구이,30170581,갈마1동,127.367867930807,36.3528813211249
대전광역시 서구,8001,I201,MA0101202412A0090507,고향순대,국/탕/찌개류,30170520,도마1동,127.378689834419,36.3169446097024
대전광역시 서구,8001,I201,MA0101202502A0063112,미미램,백반/한정식,30170555,탄방동,127.389468907229,36.3482349014933
대전광역시 서구,8001,I201,MA0101202501A0007668,엄마찬스경상도식소고기뭇국,돼지고기 구이/찜,30170582,갈마2동,127.371707098861,36.3472731418534
대전광역시 서구,8001,I201,MA0101202507A0007766,고구려황토참숯불갈비,돼지고기 구이/찜,30170597,관저2동,127.338799203044,36.2982566419539
대전광역시 서구,8001,I201,MA0101202411A0099269,논뚜렁추어탕,국/탕/찌개류,30170520,도마1동,127.382464216687,36.3191044364802
대전광역시 서구,8001,I201,MA0101202411A0078093,디스페이지,백반/한정식,30170640,둔산2동,127.37726080231,36.3531404113097
대전광역시 서구,8001,I201,MA0101202411A0100661,아름다운강산,백반/한정식,30170560,괴정동,127.388517251586,36.340550971396
대전광역시 서구,8001,I201,MA0101202411A0130571,콤마,백반/한정식,30170640,둔산2동,127.376356239328,36.3503766568675
대전광역시 서구,8001,I201,MA0101202409A0017253,마니마니,백반/한정식,30170660,둔산3동,127.397145486036,36.3506428069389
대전광역시 서구,8001,I201,MA0101202409A0026556,팔도한마당순대,국/탕/찌개류,30170586,월평1동,127.364439948776,36.3559918666621
대전광역시 서구,8001,I201,MA0101202409A0114620,우도갈비막국수,돼지고기 구이/찜,30170582,갈마2동,127.371346191132,36.3439939834277
대전광역시 서구,8001,I201,MA0101202411A0097243,런치박스,백반/한정식,30170555,탄방동,127.394314072048,36.3458759569715
대전광역시 서구,8001,I201,MA0101202411A0148810,와우안주기습부대,백반/한정식,30170520,도마1동,127.382395332678,36.3164011174316
대전광역시 서구,8001,I201,MA0101202412A0043081,닭플릭스대전,백반/한정식,30170560,괴정동,127.379140322282,36.338679604715
대전광역시 서구,8001,I201,MA0101202412A0088534,황제솥뚜껑생삼겹살,백반/한정식,30170582,갈마2동,127.371707098861,36.3472731418534
대전광역시 서구,8001,I201,MA0101202411A0114458,대게마을,해산물 구이/찜,30170593,도안동,127.349520151383,36.3057236262613
대전광역시 서구,8001,I201,MA0101202411A0114597,찜의정석돼지김치찜,백반/한정식,30170560,괴정동,127.380458486533,36.3371704503671
대전광역시 서구,8001,I201,MA0101202411A0109327,착한가게,백반/한정식,30170520,도마1동,127.380202696337,36.31432638496
대전광역시 서구,8001,I201,MA0101202411A0056082,푸고,백반/한정식,30170640,둔산2동,127.377794679195,36.3529584896438
대전광역시 서구,8001,I201,MA0101202411A0027782,느루,백반/한정식,30170581,갈마1동,127.373467796019,36.3520619047476
대전광역시 서구,8001,I201,MA0101202412A0064241,다이닝타몽,백반/한정식,30170597,관저2동,127.338953560167,36.3004821286301
대전광역시 서구,8001,I201,MA0101202411A0062234,나르샤푸드,백반/한정식,30170582,갈마2동,127.374261594452,36.3479951209916
대전광역시 서구,8001,I201,MA0101202412A0078797,홍두깨해물.굴.칼국수,국수/칼국수,30170587,월평2동,127.378109472781,36.3627622660915
대전광역시 서구,8001,I201,MA0101202412A0000708,요리하는머슴,백반/한정식,30170530,도마2동,127.372130766392,36.316902125619
대전광역시 서구,8001,I201,MA0101202411A0005439,쌀국수얌얌,백반/한정식,30170530,도마2동,127.370939232949,36.3168968171562
대전광역시 서구,8001,I201,MA0101202412A0088794,속풀이부추칼국수황제보쌈,족발/보쌈,30170640,둔산2동,127.37725862822,36.352689830834
대전광역시 서구,8001,I201,MA0101202501A0068349,담가화로구이대전,돼지고기 구이/찜,30170587,월평2동,127.378999386609,36.3624620594038
대전광역시 서구,8001,I201,MA0101202501A0063859,미식제작소수,백반/한정식,30170593,도안동,127.33865350934,36.3315016419277
대전광역시 서구,8001,I201,MA0101202412A0088648,진곱도리탕대전,국/탕/찌개류,30170560,괴정동,127.379140322282,36.338679604715
대전광역시 서구,8001,I201,MA0101202411A0119457,쭈꾸미본가,해산물 구이/찜,30170660,둔산3동,127.398137442869,36.3551093291822
대전광역시 서구,8001,I201,MA0101202412A0012076,연소,백반/한정식,30170570,가장동,127.387040274995,36.3347071272413
대전광역시 서구,8001,I201,MA0101202411A0050979,수니옥,백반/한정식,30170593,도안동,127.3415216461,36.3302678773686
대전광역시 서구,8001,I201,MA0101202411A0034500,우기뚝배기,국/탕/찌개류,30170575,내동,127.377338675106,36.336955046965
대전광역시 서구,8001,I201,MA0101202406A0154377,송가네김치찜,국/탕/찌개류,30170560,괴정동,127.380015143236,36.3376224493447
대전광역시 서구,8001,I201,MA0101202406A0163509,힘들땐뼈다귀,국/탕/찌개류,30170660,둔산3동,127.400288127875,36.3508486028576
대전광역시 서구,8001,I201,MA0101202406A0211251,동네집,백반/한정식,30170590,가수원동,127.3516557244,36.3002832305249
대전광역시 서구,8001,I201,MA0101202406A0082994,충남칼국수,국수/칼국수,30170586,월평1동,127.363211842761,36.3554368777386
대전광역시 서구,8001,I201,MA0101202406A0340362,사비컴퍼니,백반/한정식,30170582,갈마2동,127.376844894278,36.3408136416687
대전광역시 서구,8001,I201,MA0101202409A0014009,고기명작,돼지고기 구이/찜,30170586,월평1동,127.352978585527,36.344292964611
대전광역시 서구,8001,I201,MA0101202406A0484636,인생제육대전,돼지고기 구이/찜,30170581,갈마1동,127.370484347597,36.3572349225787
대전광역시 서구,8001,I201,MA0101202409A0079785,현주포차,백반/한정식,30170596,관저1동,127.336725639412,36.302777430307
대전광역시 서구,8001,I201,MA0101202406A0419725,만재네대전,백반/한정식,30170555,탄방동,127.388257122744,36.3487344910169
대전광역시 서구,8001,I201,MA0101202406A0516298,순복이네김치&식당,백반/한정식,30170535,정림동,127.365402139195,36.3019993156612
대전광역시 서구,8001,I201,MA0101202411A0128392,별주부해물찜탕,해산물 구이/찜,30170555,탄방동,127.389453055073,36.3472887193341
대전광역시 서구,8001,I201,MA0101202411A0076740,춘천집,백반/한정식,30170597,관저2동,127.337193207175,36.2975943056847
대전광역시 서구,8001,I201,MA0101202411A0077843,락반주,백반/한정식,30170596,관저1동,127.336551161823,36.3062204412801
대전광역시 서구,8001,I201,MA0101202411A0012385,문,백반/한정식,30170555,탄방동,127.392089013664,36.3464510185367
대전광역시 서구,8001,I201,MA0101202411A0038253,동백야시장,백반/한정식,30170640,둔산2동,127.376767601205,36.3502041373021
대전광역시 서구,8001,I201,MA0101202411A0036833,온기밥상,백반/한정식,30170660,둔산3동,127.397280313035,36.3508676523562
대전광역시 서구,8001,I201,MA0101202411A0141038,케이터링먹연,백반/한정식,30170582,갈마2동,127.370058202442,36.3472332005881
대전광역시 서구,8001,I201,MA0101202501A0051020,구삼무한갈비,돼지고기 구이/찜,30170630,둔산1동,127.38830450163,36.349302077269
대전광역시 서구,8001,I201,MA0101202412A0069510,유성할매국수,국수/칼국수,30170640,둔산2동,127.374883883465,36.3523188112285
대전광역시 서구,8001,I201,MA0101202412A0078205,순교,백반/한정식,30170581,갈마1동,127.372105446967,36.351390273603
대전광역시 서구,8001,I201,MA0101202501A0073315,신쭈꾸황,백반/한정식,30170593,도안동,127.351155352121,36.3078726604799
대전광역시 서구,8001,I201,MA0101202502A0061553,태화보리밥,백반/한정식,30170640,둔산2동,127.381350448306,36.3533437114622
